taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
5932881	Inoceramus corpulentus McLearn, 1926	5932881	Inoceramus corpulentus McLearn, 1926	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Myalinida	9267240	Inoceramidae	4592617	Inoceramus	7234816	Inoceramus corpulentus	5932881	
1004519	Fistulipora McCoy, 1849	1004519	Fistulipora McCoy, 1849	1	GENUS	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cystoporida	825	Fistuliporidae	9719	Fistulipora	1004519			
4881848	Grewingkia Dybowski, 1873	4881848	Grewingkia Dybowski, 1873	10	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Streptelasmatidae	3250480	Grewingkia	4881848			
4884670	Plenocaris	4884670	Plenocaris	15	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54							Plenocaris	4884670			
4942367	Peneckiella haultainensis McLean, 2005	4942367	Peneckiella haultainensis McLean, 2005	3	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Phillipsastreidae	4883392	Peneckiella	4883399	Peneckiella haultainensis	4942367	
8516250	Yabeina columbiana (Dawson, 1879)	8516250	Yabeina columbiana (Dawson, 1879)	3	SPECIES	ACCEPTED	Chromista	4	Foraminifera	8376456	Fusulinata	11142502	Fusulinida	7861739	Neoschwagerinidae	7851581	Yabeina	7530304	Yabeina columbiana	8516250	
4635671	Prosaukia Ulrich & Resser, 1933	4635671	Prosaukia Ulrich & Resser, 1933	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Saukiidae	4635659	Prosaukia	4635671			
4635895	Taenicephalus Walcott, 1924	4635895	Taenicephalus Walcott, 1924	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Parabolinoididae	4635889	Taenicephalus	4635895			
4982008	Ginkgo pluripartita (Schimper) Heer	4982008	Ginkgo pluripartita (Schimper) Heer	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Ginkgoopsida	244	Ginkgoales	418	Ginkgoaceae	3070	Ginkgo	2687884	Ginkgo pluripartita	4982008	
8236764	Liostrea Douvillé, 1904	8236764	Liostrea Douvillé, 1904	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Ostreida	9485611	Ostreidae	6871	Liostrea	8236764			
8504394	Cimbrophlebia westae Archibald, 2009	8504394	Cimbrophlebia westae Archibald, 2009	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Cimbrophlebiidae	4682735	Cimbrophlebia	4682629	Cimbrophlebia westae	8504394	
8530986	Adamsochrysa Makarkin & Archibald, 2013	8530986	Adamsochrysa Makarkin & Archibald, 2013	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Chrysopidae	9265	Adamsochrysa	8530986			
8611381	Apatokephalus longifrons Dean, 1989	8611381	Apatokephalus longifrons Dean, 1989	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Remopleurididae	3267141	Apatokephalus	7235592	Apatokephalus longifrons	8611381	
4636380	Loxopeltis problematica Rasetti, 1957	4636380	Loxopeltis problematica Rasetti, 1957	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948					Loxopeltis	4636379	Loxopeltis problematica	4636380	
4639076	Corbinia Walcott, 1924	4639076	Corbinia Walcott, 1924	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Eurekiidae	4635648	Corbinia	4639076			
4668179	Skania Walcott, 1932	4668179	Skania Walcott, 1932	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54					Parvancorinidae	4579825	Skania	4668179			
4942358	Chuanbeiphyllum impensum McLean, 1994	4942358	Chuanbeiphyllum impensum McLean, 1994	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Phillipsastreidae	4883392	Chuanbeiphyllum	4883396	Chuanbeiphyllum impensum	4942358	
7568753	Minojapanella Fujimoto & Kanuma, 1953	7568753	Minojapanella Fujimoto & Kanuma, 1953	2	GENUS	ACCEPTED	Chromista	4	Foraminifera	8376456	Fusulinata	11142502	Fusulinida	7861739	Boultoniidae	7435271	Minojapanella	7568753			
1501	Neuroptera	1501	Neuroptera	1	ORDER	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501							
3251841	Receptaculites Deshayes, 1828	3251841	Receptaculites Deshayes, 1828	1	GENUS	ACCEPTED	Plantae	6	Chlorophyta	36	Chlorophyceae	329			Receptaculitaceae	10859981	Receptaculites	3251841			
4639449	Triplagnostus Howell, 1935	4639449	Triplagnostus Howell, 1935	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Ptychagnostidae	4639507	Triplagnostus	4639449			
8682039	Gervillaria pallas (Leanza, 1942)	9410507	Gervillia pallas (Leanza, 1942)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Ostreida	9485611	Bakevelliidae	4592477	Gervillaria	4592482	Gervillia pallas	9410507	
9504244	Haplophrentis carinatus (Matthew, 1899)	7567528	Hyolithes carinatus (Matthew, 1899)	26	SPECIES	SYNONYM	Animalia	1							Hyolithidae	4863784	Haplophrentis	4863705	Hyolithes carinatus	7567528	
9507720	Metabowmania	9507720	Metabowmania	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Aulacopleurida	9791016	Hystricuridae	4634643	Metabowmania	9507720			
3255801	Omaliidae	3255801	Omaliidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Cnemidolestodea	9740118	Omaliidae	3255801					
4874256	Athabascacrinus Laudon & Parks, 1952	4874256	Athabascacrinus Laudon & Parks, 1952	1	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50	Crinoidea	215					Athabascacrinus	4874256			
6142105	Reticularia lineata (Martin, 1809)	9594799	Anomites lineatus (Martin, 1809)	1	SPECIES	SYNONYM	Protozoa	7	Mycetozoa	33					Reticulariidae	3252330	Anomites	8789711	Anomites lineatus	9594799	
4636910	Athabaskia Raymond, 1928	4636910	Athabaskia Raymond, 1928	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dolichometopidae	3266678	Athabaskia	4636910			
4765607	Miscellaneus Mateu, 1985	4717065	Mimodromius Chaudoir, 1873	2	GENUS	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Carabidae	3792	Mimodromius	4717065			
4864267	Eoobolus Matthew, 1902	4864369	Obolus Eichwald, 1829	1	GENUS	SYNONYM	Animalia	1	Brachiopoda	110	Lingulata	209	Lingulida	1440	Obolidae	3252593	Obolus	4864369			
7235580	Poulsenia Resser, 1936	7235580	Poulsenia Resser, 1936	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Poulsenia	7235580			
8007767	Dunbarula Ciry, 1948	8007767	Dunbarula Ciry, 1948	1	GENUS	ACCEPTED	Chromista	4	Foraminifera	8376456	Fusulinata	11142502	Fusulinida	7861739	Dunbarulidae	9761100	Dunbarula	8007767			
8577114	Macginitiea gracilis Wolfe & Wehr, 1987	8577114	Macginitiea gracilis Wolfe & Wehr, 1987	8	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Proteales	400	Platanaceae	6693	Macginitiea	4924489	Macginitiea gracilis	8577114	
4899368	Nilsonia A.T.Brongniart, 1825	9517883	Nilssonia A.T.Brongniart, 1825	5	GENUS	SYNONYM	Plantae	6	Tracheophyta	7707728	Cycadopsida	228	Cycadales	834	Nilssoniaceae	4897926	Nilssonia	9517883			
359	Mammalia	359	Mammalia	3	CLASS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359									
4635078	Piaziella Lochman, 1947	4635078	Piaziella Lochman, 1947	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Piaziella	4635078			
4863056	Reteograptus geinitzianus Hall, 1859	4863056	Reteograptus geinitzianus Hall, 1859	1	SPECIES	ACCEPTED	Animalia	1	Hemichordata	75	Pterobranchia	278			Abrograptidae	4356989	Reteograptus	4863055	Reteograptus geinitzianus	4863056	
4882945	Catenipora Lamarck, 1816	4882945	Catenipora Lamarck, 1816	2	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Cateniporidae	10689864	Catenipora	4882945			
7454387	Aurikirkbya kellettae (Harlton, 1929)	8026146	Kirkbya kellettae (Harlton, 1929)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Kirkbyidae	4809702	Aurikirkbya	4809487	Kirkbya kellettae	8026146	
8144	Cupressaceae	8144	Cupressaceae	1	FAMILY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144					
3190534	Rhus L.	3190534	Rhus L.	6	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Sapindales	933	Anacardiaceae	2398	Rhus	3190534			LC
4578804	Ottoia prolifica Walcott, 1911	4578804	Ottoia prolifica Walcott, 1911	98	SPECIES	ACCEPTED	Animalia	1	Priapulida	5963150					Ottoiidae	4578802	Ottoia	4578803	Ottoia prolifica	4578804	
8593893	Plecia cairnesi Rice, 1959	8593893	Plecia cairnesi Rice, 1959	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Bibionidae	7281	Plecia	1590132	Plecia cairnesi	8593893	
8684366	Mattaspongia apaches Rigby, 1970	8684366	Mattaspongia apaches Rigby, 1970	2	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Hexactinellida	146			Dictyospongiidae	4580972	Mattaspongia	4580970	Mattaspongia apaches	8684366	
4874355	Cactocrinus Wachsmuth & Springer, 1897	4874355	Cactocrinus Wachsmuth & Springer, 1897	4	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50	Crinoidea	215			Actinocrinitidae	3249972	Cactocrinus	4874355			
4634150	Pseudosaratogia Wilson, 1951	4634150	Pseudosaratogia Wilson, 1951	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Dokimocephalidae	3266915	Pseudosaratogia	4634150			
4634978	Onchocephalus Resser, 1937	4634978	Onchocephalus Resser, 1937	19	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Antagmidae	4634010	Onchocephalus	4634978			
4868252	Punctospirifer North, 1920	4868252	Punctospirifer North, 1920	11	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Punctospiriferidae	4868246	Punctospirifer	4868252			
4635652	Eurekia Walcott, 1924	4635652	Eurekia Walcott, 1924	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Eurekiidae	4635648	Eurekia	4635652			
4949049	Integricardium onestae (McLearn, 1931)	9418829	Laevicardium onestae (McLearn, 1931)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Venerida	9310756	Lahilliidae	3247621	Laevicardium	2286534	Laevicardium onestae	9418829	
5937158	Metasequoia occidentalis Chaney, 1951	5937158	Metasequoia occidentalis Chaney, 1951	4	SPECIES	DOUBTFUL	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Cupressaceae	8144	Metasequoia	8307747	Metasequoia occidentalis	5937158	
7602593	Brachyphyllum crassicaule Fontaine	7602593	Brachyphyllum crassicaule Fontaine	6	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Araucariaceae	3924	Brachyphyllum	3230348	Brachyphyllum crassicaule	7602593	
4864748	Hesperonomia Ulrich & Cooper, 1936	4864748	Hesperonomia Ulrich & Cooper, 1936	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Hesperonomiidae	4864746	Hesperonomia	4864748			
4899035	Androstrobus W.P.Schimper, 1870	4899035	Androstrobus W.P.Schimper, 1870	3	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Cycadopsida	228	Cycadales	834	Nilssoniaceae	4897926	Androstrobus	4899035			
4980137	Ferestromatopora parksi Stearn, 1966	4980137	Ferestromatopora parksi Stearn, 1966	2	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Stromatoporidae	4580268	Ferestromatopora	4580270	Ferestromatopora parksi	4980137	
8541246	Illaenurus quadratus Hall, 1863	8541246	Illaenurus quadratus Hall, 1863	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Illaenuridae	4636659	Illaenurus	4636509	Illaenurus quadratus	8541246	
4881797	Hunanophrentis Sun, 1958	4881797	Hunanophrentis Sun, 1958	3	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Disphyllidae	4339810	Hunanophrentis	4881797			
222	Holothuroidea	222	Holothuroidea	1	CLASS	ACCEPTED	Animalia	1	Echinodermata	50	Holothuroidea	222									
2441107	Ovibos Blainville, 1816	2441107	Ovibos Blainville, 1816	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Bovidae	9614	Ovibos	2441107			
4794183	Pleciidae	4794183	Pleciidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Pleciidae	4794183					
4964367	Saurorhynchus acutus (Agassiz, 1834)	4964367	Saurorhynchus acutus (Agassiz, 1834)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204			Saurichthyidae	4839399	Saurorhynchus	4841419	Saurorhynchus acutus	4964367	
7236689	Disphyllum Fromentel, 1861	7236689	Disphyllum Fromentel, 1861	7	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Disphyllidae	4339810	Disphyllum	7236689			
4634297	Hystricurus	4634297	Hystricurus	9	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Aulacopleurida	9791016	Hystricuridae	4634643	Hystricurus	4634297			
4636702	Bonnia Walcott, 1916	4636702	Bonnia Walcott, 1916	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dorypygidae	4636700	Bonnia	4636702			
4945293	Knoxiella infirma (Shi, 1982)	8258454	Geisina infirma (Shi, 1982) Crasquin-Soleau, 1994	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Ostracoda	353	Podocopida	1438	Geisinidae	4806756	Geisina	8163881	Geisina infirma	8258454	
8533144	Tetrarhynchia dunrobinensis (Rollier, 1917)	9331706	Rhynchonella dunrobinensis (Rollier, 1917)	1	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Rhynchonellidae	3252101	Tetrarhynchia	4865707	Rhynchonella dunrobinensis	9331706	
8553585	Stegerhynchus praecursor (Foerste, 1909)	9382976	Rhynchonella whitiipraecursor (Foerste, 1909)	5	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Rhynchotrematidae	4865968	Stegerhynchus	4865986	Rhynchonella whitiipraecursor	9382976	
9517634	Proneuronema wehri (Makarkin et al., 2003)	9517634	Proneuronema wehri (Makarkin et al., 2003)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Hemerobiidae	3532	Proneuronema	9133250	Proneuronema wehri	9517634	
6981	Erotylidae	6981	Erotylidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Erotylidae	6981					
4883400	Macgeea Webster, 1889	4883400	Macgeea Webster, 1889	5	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Phillipsastreidae	4883392	Macgeea	4883400			
5936966	Polypora arbusca Gilmour & Snyder, 2000	5936966	Polypora arbusca Gilmour & Snyder, 2000	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Fenestrida	1490	Fenestellidae	5701	Polypora	8091965	Polypora arbusca	5936966	
7897456	Ovornina buekkensis Kozur, 1985	7897456	Ovornina buekkensis Kozur, 1985	1	SPECIES	DOUBTFUL	Animalia	1	Arthropoda	54	Ostracoda	353	Podocopida	1438	Tricorninidae	4809919	Tricornina	8206908	Ovornina buekkensis	7897456	
8555462	Klondikia whiteae Dlussky & Rasnitsyn, 2002	8555462	Klondikia whiteae Dlussky & Rasnitsyn, 2002	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Klondikia	4679036	Klondikia whiteae	8555462	
51	Ctenophora	51	Ctenophora	1	PHYLUM	ACCEPTED	Animalia	1	Ctenophora	51											
3251526	Leptomitus Walcott, 1886	3251526	Leptomitus Walcott, 1886	2	GENUS	ACCEPTED	Animalia	1	Porifera	105					Leptomitidae	3251525	Leptomitus	3251526			
4870016	Spinocarinifera Roberts, 1971	4870016	Spinocarinifera Roberts, 1971	18	GENUS	DOUBTFUL	Animalia	1	Brachiopoda	110					Productidae	3252537	Spinocarinifera	4870016			
811	Diptera	811	Diptera	1	ORDER	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811							
3266659	Rasettia Lochman, 1953	3266659	Rasettia Lochman, 1953	7	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Shirakiellidae	3266657	Rasettia	3266659			
4633895	Elrathina Resser, 1937	4633895	Elrathina Resser, 1937	23	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Elrathina	4633895			
4635649	Bayfieldia Clark, 1924	4635649	Bayfieldia Clark, 1924	3	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Eurekiidae	4635648	Bayfieldia	4635649			
4874806	Nipterocrinus Meek & Worthen, 1868	4874806	Nipterocrinus Meek & Worthen, 1868	1	GENUS	DOUBTFUL	Animalia	1	Echinodermata	50	Crinoidea	215					Nipterocrinus	4874806			
510	Rhynchonellida	510	Rhynchonellida	6	ORDER	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510							
4633732	Molaria Walcott, 1912	4633732	Molaria Walcott, 1912	19	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948			Naraoiidae	4633730	Molaria	4633732			
4635856	Kainella Walcott, 1925	4635856	Kainella Walcott, 1925	7	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Remopleurididae	3267141	Kainella	4635856			
8476102	Halichondrites elissa Walcott, 1920	8476102	Halichondrites elissa Walcott, 1920	2	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Halichondritidae	4582542	Halichondrites	8684974	Halichondrites elissa	8476102	
8655050	Eorpa ypsipeda Archibald et al., 2013	8655050	Eorpa ypsipeda Archibald et al., 2013	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Eorpidae	8524901	Eorpa	8545004	Eorpa ypsipeda	8655050	
4635675	Prosaukia misa (Owen, 1852)	4635675	Prosaukia misa (Owen, 1852)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Saukiidae	4635659	Prosaukia	4635671	Prosaukia misa	4635675	
7464008	Sagenopteris elliptica (Fontaine, 1889)	7464008	Sagenopteris elliptica (Fontaine, 1889)	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Ginkgoopsida	244					Pseudosagenopteris	4886897	Sagenopteris elliptica	7464008	
8447007	Ithyceroides klondikensis Legalov, 2015	8447007	Ithyceroides klondikensis Legalov, 2015	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Brenthides	9403178	Ithyceroides	8629376	Ithyceroides klondikensis	8447007	
8449678	Paenebeltella vultulata Ross, 1951	8449678	Paenebeltella vultulata Ross, 1951	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Aulacopleurida	9791016	Hystricuridae	4634643	Paenebeltella	9405764	Paenebeltella vultulata	8449678	
8524152	Ditomopyge bjornensis Ormiston, 1973	8524152	Ditomopyge bjornensis Ormiston, 1973	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Proetida	9442527	Phillipsiidae	3267187	Ditomopyge	4637565	Ditomopyge bjornensis	8524152	
1028869	Bairdia M'Coy, 1844	1028869	Bairdia M'Coy, 1844	8	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Podocopida	1438	Bairdiidae	5190	Bairdia	1028869			
4639411	Micragnostus Howell, 1935	4639411	Micragnostus Howell, 1935	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Agnostidae	4639367	Micragnostus	4639411			
8574252	Ainigmapsychops inexspectatus Makarkin & Archibald, 2014	8574252	Ainigmapsychops inexspectatus Makarkin & Archibald, 2014	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Psychopsidae	5916	Ainigmapsychops	8496664	Ainigmapsychops inexspectatus	8574252	
8687648	Pseudokingstonia exotica Palmer, 1965	8687648	Pseudokingstonia exotica Palmer, 1965	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Cheilocephalidae	4636947	Pseudokingstonia	4634092	Pseudokingstonia exotica	8687648	
4813961	Sphenothallus J.Hall, 1847	4813961	Sphenothallus J.Hall, 1847	1	GENUS	ACCEPTED	Animalia	1	Annelida	42							Sphenothallus	4813961			
4942381	Bouvierphyllum cardinalense McLean & Pedder, 1984	4942381	Bouvierphyllum cardinalense McLean & Pedder, 1984	3	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Arachnophyllidae	3250407	Bouvierphyllum	4881598	Bouvierphyllum cardinalense	4942381	
8319653	Yohoia	8319653	Yohoia	24	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54					Yohoiidae	8552560	Yohoia	8319653			
8496796	Limonius impunctus Scudder, 1895	8496796	Limonius impunctus Scudder, 1895	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Elateridae	7825	Limonius	1162132	Limonius impunctus	8496796	
8521695	Tesselacauda depressa Ross, 1951	8521695	Tesselacauda depressa Ross, 1951	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Phacopida	9513947	Pliomeridae	3266753	Tesselacauda	4633437	Tesselacauda depressa	8521695	
8592968	Myrmeciites tabanifluviensis Archibald et al., 2006	8592968	Myrmeciites tabanifluviensis Archibald et al., 2006	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Myrmeciites	4574936	Myrmeciites tabanifluviensis	8592968	
8605794	Dinokanaga sternbergi Archibald, 2005	8605794	Dinokanaga sternbergi Archibald, 2005	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Dinopanorpidae	4682752	Dinokanaga	8526710	Dinokanaga sternbergi	8605794	
3229272	Matoniaceae	3229272	Matoniaceae	135	FAMILY	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Gleicheniales	7229400	Matoniaceae	3229272					
4885236	Cruziana A.d'Orbigny, 1842	4885236	Cruziana A.d'Orbigny, 1842	4	GENUS	ACCEPTED	Plantae	6									Cruziana	4885236			
4582541	Takakkawia Walcott, 1920	4582541	Takakkawia Walcott, 1920	1	GENUS	ACCEPTED	Animalia	1	Porifera	105					Takakkawiidae	4582540	Takakkawia	4582541			
4883399	Peneckiella Soshkina, 1939	4883399	Peneckiella Soshkina, 1939	8	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Phillipsastreidae	4883392	Peneckiella	4883399			
8307141	Menispermites L.Lesquereux, 1874	8307141	Menispermites L.Lesquereux, 1874	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ranunculales	399	Menispermaceae	2411	Menispermites	8307141			
1459	Rodentia	1459	Rodentia	1	ORDER	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Rodentia	1459							
8470	Cixiidae	8470	Cixiidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Cixiidae	8470					
4868304	Syringothyris Winchell, 1863	4868304	Syringothyris Winchell, 1863	11	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Syringothyrididae	4868297	Syringothyris	4868304			
8099774	Sassafras J.Presl	8099774	Sassafras J.Presl	12	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Laurales	407	Lauraceae	6688	Sassafras	8099774			
8506768	Protowentzelella kunthi (Stuckenberg, 1895)	9604064	Petalaxis kunthi (Stuckenberg, 1895)	2	SPECIES	SYNONYM	Animalia	1	Cnidaria	43	Anthozoa	206			Durhaminidae	3251141	Protowentzelella	4884190	Petalaxis kunthi	9604064	
4806024	Burgessia Walcott, 1912	4806024	Burgessia Walcott, 1912	24	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Maxillopoda	203	Porocephalida	1419	Subtriquetridae	3255384	Burgessia	4806024			
8536507	Eriocampa tulameenensis Rice, 1968	8536507	Eriocampa tulameenensis Rice, 1968	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Tenthredinidae	7918	Eriocampa	4490901	Eriocampa tulameenensis	8536507	
4891105	Onychiopsis M.Yokoyama, 1890	4891105	Onychiopsis M.Yokoyama, 1890	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Cyatheales	7229402	Dicksoniaceae	6622	Onychiopsis	4891105			
4907581	Spermatites E.L.Miner, 1935	4907581	Spermatites E.L.Miner, 1935	10	GENUS	ACCEPTED	Plantae	6									Spermatites	4907581			
6471680	Ctenorhabdotus capulus Conway Morris & Collins, 1996	6471680	Ctenorhabdotus capulus Conway Morris & Collins, 1996	1	SPECIES	ACCEPTED	Animalia	1	Ctenophora	51					Ctenorhabdotidae	6471679	Ctenorhabdotus	4884748	Ctenorhabdotus capulus	6471680	
8446472	Buddhaites hagei (McLearn, 1946)	8446472	Buddhaites hagei (McLearn, 1946)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Gymnitidae	3245977	Buddhaites	4622955	Buddhaites hagei	8446472	
8448461	Hazelia crateria Rigby, 1986	8448461	Hazelia crateria Rigby, 1986	1	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Hazeliidae	3251530	Hazelia	3251531	Hazelia crateria	8448461	
