taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
4582556	Pirania Walcott, 1920	4582556	Pirania Walcott, 1920	2	GENUS	ACCEPTED	Animalia	1	Porifera	105					Piraniidae	4582555	Pirania	4582556			
4942363	Phillipsastrea disrupta McLean, 1994	4942363	Phillipsastrea disrupta McLean, 1994	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Phillipsastraeidae	3250448	Phillipsastrea	4881378	Phillipsastrea disrupta	4942363	
8514161	Composita subquadrata (Hall, 1858)	4867779	Athyris subquadrata Yang & Xu, 1966	1	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Athyrididae	3252335	Athyris	4577238	Athyris subquadrata	4867779	
9260712	Margaretia dorus Walcott, 1931	9260712	Margaretia dorus Walcott, 1931	14	SPECIES	ACCEPTED	Animalia	1	Hemichordata	75	Enteropneusta	277					Margaretia	7916927	Margaretia dorus	9260712	
3234536	Zizyphoides Seward & Conway, 1935	3234536	Zizyphoides Seward & Conway, 1935	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Rhamnaceae	2407	Zizyphoides	3234536			
8551788	Ulospongiella ancyla Rigby & Collins, 2004	8551788	Ulospongiella ancyla Rigby & Collins, 2004	2	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Ulospongiellidae	8596764	Ulospongiella	8518209	Ulospongiella ancyla	8551788	
8742786	Eoorthis vicina (Walcott, 1924)	8742786	Eoorthis vicina (Walcott, 1924)	1	SPECIES	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Eoorthidae	4870431	Apheoorthis	4870356	Eoorthis vicina	8742786	
4281602	Amiskwia sagittiformis Walcott, 1911	4281602	Amiskwia sagittiformis Walcott, 1911	1	SPECIES	ACCEPTED	Animalia	1	Chaetognatha	55					Amiskwiidae	4281600	Amiskwia	4281601	Amiskwia sagittiformis	4281602	
4634727	Acheilops Ulrich, 1931	4634727	Acheilops Ulrich, 1931	3	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Catillicephalidae	3267086	Acheilops	4634727			
4636603	Zacanthopsis Resser, 1938	4636603	Zacanthopsis Resser, 1938	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Zacanthoididae	3266662	Zacanthopsis	4636603			
8519257	Cuspilongus cachecreekensis Archibald & Rasnitsyn, 2015	8519257	Cuspilongus cachecreekensis Archibald & Rasnitsyn, 2015	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Cephidae	4337	Cuspilongus	8550716	Cuspilongus cachecreekensis	8519257	
9275507	Laudonia bispinata Harrington, 1956	9275507	Laudonia bispinata Harrington, 1956	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Redlichiida	9590575	Olenellidae	4636103	Laudonia	8064512	Laudonia bispinata	9275507	
3189631	Gordonia Ellis	3189631	Gordonia Ellis	4	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Ericales	1353	Theaceae	3189597	Gordonia	3189631			
3246208	Scenella Billings, 1872	3246208	Scenella Billings, 1872	4	GENUS	ACCEPTED	Animalia	1	Mollusca	52					Scenellidae	4583974	Scenella	3246208			
4591214	Onestia McLearn, 1933	4591214	Onestia McLearn, 1933	2	GENUS	DOUBTFUL	Animalia	1	Mollusca	52	Bivalvia	137	Venerida	9310756			Onestia	4591214			
4634103	Highgatella Shaw, 1955	4634103	Highgatella Shaw, 1955	11	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Olenidae	3266956	Highgatella	4634103			
4809705	Carinaknightina Sohn, 1970	4809705	Carinaknightina Sohn, 1970	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Kirkbyidae	4809702	Carinaknightina	4809705			
4826561	Colpoclaenus Patterson & McGrew, 1962	4826561	Colpoclaenus Patterson & McGrew, 1962	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Arctocyonidae	3239418	Colpoclaenus	4826561			
4964027	Odontogriphus omalus Conway-Morris, 1976	4964027	Odontogriphus omalus Conway-Morris, 1976	13	SPECIES	ACCEPTED	Animalia	1							Odontogriphidae	4579534	Odontogriphus	4579589	Odontogriphus omalus	4964027	
4979474	Lingulosacculus nuda Balthasar & Butterfield, 2009	4979474	Lingulosacculus nuda Balthasar & Butterfield, 2009	1	SPECIES	ACCEPTED	Animalia	1	Brachiopoda	110	Lingulata	209	Lingulida	1440	Lingulellotretidae	4864206	Lingulosacculus	4979473	Lingulosacculus nuda	4979474	
8481718	Anomalocaris nathorsti Walcott, 1911	8481718	Anomalocaris nathorsti Walcott, 1911	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54					Anomalocarididae	4666708	Anomalocaris	3255691	Anomalocaris nathorsti	8481718	
2440958	Cervus elaphus Linnaeus, 1758	2440958	Cervus elaphus Linnaeus, 1758	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Artiodactyla	731	Cervidae	5298	Cervus	2440948	Cervus elaphus	2440958	LC
4806125	Sidneyia Walcott, 1911	4806125	Sidneyia Walcott, 1911	40	GENUS	ACCEPTED	Animalia	1	Arthropoda	54					Sidneyiidae	4806124	Sidneyia	4806125			
8489226	Camarophoria globosa Tschernyschew, 1902	8489226	Camarophoria globosa Tschernyschew, 1902	1	SPECIES	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Stenoscismatidae	4866109	Stenoscisma	4866117	Camarophoria globosa	8489226	
2650103	Azolla Lam.	2650103	Azolla Lam.	13	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Salviniales	7229405	Salviniaceae	6629	Azolla	2650103			
2888195	Magnolia Plum. ex L.	2888195	Magnolia Plum. ex L.	2	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Magnoliales	718	Magnoliaceae	4690	Magnolia	2888195			
4948617	Turnus lacombi McLearn, 1933	4948617	Turnus lacombi McLearn, 1933	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Myida	9241244	Teredinidae	6879	Turnus	4587509	Turnus lacombi	4948617	
5936944	Pamirella oculus Gilmour & Snyder, 2000	5936944	Pamirella oculus Gilmour & Snyder, 2000	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cryptostomida	1485	Rhabdomesidae	5627	Pamirella	3267784	Pamirella oculus	5936944	
1004516	Dybowskiella Waagen & Wentzel, 1886	1004516	Dybowskiella Waagen & Wentzel, 1886	1	GENUS	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cystoporida	825	Fistuliporidae	9719	Dybowskiella	1004516			
4822955	Dromaeosaurus Matthew & Brown, 1922	4822955	Dromaeosaurus Matthew & Brown, 1922	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358			Dromaeosauridae	3238979	Dromaeosaurus	4822955			
7621030	Hyolithis Laseron, 1910	7905660	Hyolithes Eichwald, 1840	2	GENUS	SYNONYM	Animalia	1	Annelida	42	Polychaeta	256					Hyolithes	7905660			
11359150	Mummaspis muralensis (Fritz, 1992)	11144430	Olenellus muralensis (Fritz, 1992)	5	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Trilobita	9273948	Redlichiida	9590575	Holmiidae	3267012	Mummaspis	4636235	Olenellus muralensis	11144430	
4635455	Saratogia Walcott, 1916	4635455	Saratogia Walcott, 1916	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Idahoiidae	4635444	Saratogia	4635455			
4942299	Smithiphyllum ventosum McLean & Pedder, 1987	4942299	Smithiphyllum ventosum McLean & Pedder, 1987	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Endophyllidae	3251126	Smithiphyllum	4883964	Smithiphyllum ventosum	4942299	
9465417	Nucula Lamarck, 1799	9465417	Nucula Lamarck, 1799	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Nuculida	8023994	Nuculidae	6876	Nucula	9465417			
4636207	Nevadella Raw, 1936	4636207	Nevadella Raw, 1936	7	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Redlichiida	9590575	Nevadiidae	3267017	Nevadella	4636207			
4890881	Minerisporites R.Potonié, 1956	4890881	Minerisporites R.Potonié, 1956	13	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Isoetales	951			Minerisporites	4890881			
4948554	Mellopegma georginensis Runnegar & Jell, 1976	9599953	Mellopegma georginense Runnegar & Jell, 1976	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52					Stenothecidae	3246233	Mellopegma	4583907	Mellopegma georginense	9599953	
5937049	Stictostroma jasperense Stearn, 1975	5937049	Stictostroma jasperense Stearn, 1975	3	SPECIES	ACCEPTED	Animalia	1	Porifera	105					Stictostromatidae	3251641	Stictostroma	3251642	Stictostroma jasperense	5937049	
5931918	Ptychaspis miniscaensis (Owen, 1852)	5931918	Ptychaspis miniscaensis (Owen, 1852)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Ptychaspididae	3267101	Ptychaspis	3267105	Ptychaspis miniscaensis	5931918	
8558101	Polystoechotites Archibald & Makarkin, 2006	8558101	Polystoechotites Archibald & Makarkin, 2006	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Ithonidae	5012	Polystoechotites	8558101			
8656002	Ypresiomyrma bartletti Archibald et al., 2006	8656002	Ypresiomyrma bartletti Archibald et al., 2006	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342	Ypresiomyrma	4673440	Ypresiomyrma bartletti	8656002	
3252549	Setigerites Girty, 1939	3252549	Setigerites Girty, 1939	11	GENUS	DOUBTFUL	Animalia	1	Brachiopoda	110					Productidae	3252537	Setigerites	3252549			
4636115	Olenellus laxocules Fritz, 1972	4636115	Olenellus laxocules Fritz, 1972	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Redlichiida	9590575	Olenellidae	4636103	Olenellus	4636107	Olenellus laxocules	4636115	
4865389	Hemiplethorhynchus Peetz, 1898	4865389	Hemiplethorhynchus Peetz, 1898	13	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Rhynchonellida	510	Trigonirhynchiidae	3252083	Hemiplethorhynchus	4865389			
4868371	Spiriferella rajah (Salter, 1865)	9589923	Spirifer rajah (Salter, 1865)	1	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Spiriferidae	3252276	Spirifer	3252282	Spirifer rajah	9589923	
9796230	Beecheria chouteauensis (Weller, 1914)	9662770	Dielasma chouteauensis (Weller, 1914)	3	SPECIES	SYNONYM	Animalia	1	Brachiopoda	110	Rhynchonellata	210	Terebratulida	509	Beecheriidae	4868769	Beecheria	4868770	Dielasma chouteauensis	9662770	
4864078	Paterina Beecher, 1891	4864078	Paterina Beecher, 1891	17	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110					Paterinidae	3252015	Paterina	4864078			
4881365	Thamnophyllum Penecke, 1894	4881365	Thamnophyllum Penecke, 1894	4	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Phillipsastraeidae	3250448	Thamnophyllum	4881365			
4908709	Azollopsis J.W.Hall, 1968	4908709	Azollopsis J.W.Hall, 1968	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Salviniales	7229405	Salviniaceae	6629	Azollopsis	4908709			
4976608	Lispidecodus plinthotus Kesling, 1967	4976608	Lispidecodus plinthotus Kesling, 1967	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50					Agelacrinitidae	4871191	Lispidecodus	4871194	Lispidecodus plinthotus	4976608	
809	Hemiptera	809	Hemiptera	1	ORDER	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809							
4626018	Ochetoceras Haug, 1885	4626018	Ochetoceras Haug, 1885	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Oppeliidae	3245866	Ochetoceras	4626018			
4635484	Triarthropsis Ulrich, 1931	4635484	Triarthropsis Ulrich, 1931	9	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Catillicephalidae	3267086	Triarthropsis	4635484			
4639232	Litagnostus Rasetti, 1944	4639232	Litagnostus Rasetti, 1944	5	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Agnostida	9538015	Diplagnostidae	4639528	Litagnostus	4639232			
4842388	Metaspriggina Simonetta & Insom, 1993	4842388	Metaspriggina Simonetta & Insom, 1993	1	GENUS	ACCEPTED	Animalia	1	Chordata	44							Metaspriggina	4842388			
8519848	Carolinites genacinaca Ross, 1951	8519848	Carolinites genacinaca Ross, 1951	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Proetida	9442527	Telephinidae	3267193	Carolinites	9620374	Carolinites genacinaca	8519848	
4634059	Kochaspis Resser, 1935	4634059	Kochaspis Resser, 1935	4	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Crepicephalidae	4634026	Kochaspis	4634059			
4634586	Jujuyaspis Kobayashi, 1936	4634586	Jujuyaspis Kobayashi, 1936	10	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Olenidae	3266956	Jujuyaspis	4634586			
4831433	Parectypodus Jepson, 1930	4831433	Parectypodus Jepson, 1930	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Ptilodontidae	4831421	Parectypodus	4831433			
8560966	Prionocerites tattriei Lawrence et al., 2008	8560966	Prionocerites tattriei Lawrence et al., 2008	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Prionoceridae	4290675	Prionocerites	8509263	Prionocerites tattriei	8560966	
8699857	Coreospira walcotti Knight, 1947	8699857	Coreospira walcotti Knight, 1947	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52					Coreospiridae	4584231	Coreospira	4584242	Coreospira walcotti	8699857	
4634190	Pugionicauda Westrop, 1986	4634190	Pugionicauda Westrop, 1986	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Kingstoniidae	3266949	Pugionicauda	4634190			
4636891	Bathyuriscus Meek, 1873	4636891	Bathyuriscus Meek, 1873	26	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Corynexochida	9556384	Dorypygidae	4636700	Bathyuriscus	4636891			
4826585	Chriacus Cope, 1883	4826585	Chriacus Cope, 1883	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359			Oxyclaenidae	4826580	Chriacus	4826585			
4873367	Cyathocrinites Miller, 1821	4873367	Cyathocrinites Miller, 1821	1	GENUS	ACCEPTED	Animalia	1	Echinodermata	50	Crinoidea	215			Cyathocrinitidae	4873366	Cyathocrinites	4873367			
8499049	Pentremites Say, 1820	8499049	Pentremites Say, 1820	1	GENUS	ACCEPTED	Animalia	1	Echinodermata	50							Pentremites	8499049			
8513702	Pleurotropites gabbi (Smith, 1927)	8513702	Pleurotropites gabbi (Smith, 1927)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Tropitidae	3245970	Pleurotropites	4623380	Pleurotropites gabbi	8513702	
4580312	Clathrocoilona Yavorsky, 1931	4580312	Clathrocoilona Yavorsky, 1931	2	GENUS	ACCEPTED	Animalia	1	Porifera	105					Stictostromatidae	3251641	Clathrocoilona	4580312			
4634368	Croixana Nelson, 1951	4634368	Croixana Nelson, 1951	6	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276			Croixana	4634368			
4809316	Reviya Sohn, 1961	4809316	Reviya Sohn, 1961	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Ostracoda	353	Palaeocopida	371	Kirkbyidae	4809702	Reviya	4809316			
4886452	Phyllites A.T.Brongniart, 1822	4886452	Phyllites A.T.Brongniart, 1822	1	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220					Phyllites	4886452			
4921757	Minerisporites marginatus Potonie, 1956	4921757	Minerisporites marginatus Potonie, 1956	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Lycopodiopsida	245	Isoetales	951			Minerisporites	4890881	Minerisporites marginatus	4921757	
8588203	Ampyx walcotti Kobayashi, 1955	8588203	Ampyx walcotti Kobayashi, 1955	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Raphiophoridae	3267157	Ampyx	3267158	Ampyx walcotti	8588203	
4337	Cephidae	4337	Cephidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Cephidae	4337					
4634157	Deadwoodia Resser, 1938	4634157	Deadwoodia Resser, 1938	2	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Dokimocephalidae	3266915	Deadwoodia	4634157			
4905761	Erlansonisporites R.Potonié, 1956	4905761	Erlansonisporites R.Potonié, 1956	1	GENUS	ACCEPTED	Plantae	6									Erlansonisporites	4905761			
4342	Formicidae	4342	Formicidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Formicidae	4342					
3250576	Alveolites Lamarck, 1801	3250576	Alveolites Lamarck, 1801	1	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Alveolitidae	3250573	Alveolites	3250576			
4823232	Lambeosaurus Parks, 1923	4823232	Lambeosaurus Parks, 1923	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358			Lambeosauridae	4823226	Lambeosaurus	4823232			
4871724	Pentremites conoideus Hall, 1856	4871724	Pentremites conoideus Hall, 1856	1	SPECIES	ACCEPTED	Animalia	1	Echinodermata	50							Pentremites	8499049	Pentremites conoideus	4871724	
4856419	Rhombopora Meek, 1872	4856419	Rhombopora Meek, 1872	2	GENUS	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Cryptostomida	1485	Rhomboporidae	3267783	Rhombopora	4856419			
4864511	Acrothele Linnarsson, 1876	4864511	Acrothele Linnarsson, 1876	6	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Lingulata	209	Lingulida	1440	Acrothelidae	3252581	Acrothele	4864511			
4868034	Crurithyris George, 1931	4868034	Crurithyris George, 1931	4	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Ambocoeliidae	3252242	Crurithyris	4868034			
4869855	Billingsella Hall & Clarke, 1892	4869855	Billingsella Hall & Clarke, 1892	2	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110					Billingsellidae	4869852	Billingsella	4869855			
7508794	Bairdia folgeri (Kellett, 1934)	7994985	Cryptobairdia folgeri (Kellett, 1934)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Ostracoda	353	Podocopida	1438	Bairdiidae	5190	Cryptobairdia	4808030	Cryptobairdia folgeri	7994985	
8465389	Wesmaelius mathewesi Makarkin et al., 2003	8465389	Wesmaelius mathewesi Makarkin et al., 2003	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Neuroptera	1501	Hemerobiidae	3532	Wesmaelius	2102267	Wesmaelius mathewesi	8465389	
8467714	Dinokanaga hillsi Archibald, 2005	8467714	Dinokanaga hillsi Archibald, 2005	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Dinopanorpidae	4682752	Dinokanaga	8526710	Dinokanaga hillsi	8467714	
3247984	Trigonia Bruguière, 1789	3247984	Trigonia Bruguière, 1789	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Trigoniida	9391016	Trigoniidae	3247983	Trigonia	3247984			
4635663	Saukia Walcott, 1914	4635663	Saukia Walcott, 1914	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Saukiidae	4635659	Saukia	4635663			
4870237	Schizophoria King, 1850	4870237	Schizophoria King, 1850	1	GENUS	ACCEPTED	Animalia	1	Brachiopoda	110	Rhynchonellata	210			Schizophoriidae	4682968	Schizophoria	4870237			
4883404	Frechastraea Scrutton, 1968	4883404	Frechastraea Scrutton, 1968	2	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206			Phillipsastreidae	4883392	Frechastraea	4883404			
136	Cephalopoda	136	Cephalopoda	3	CLASS	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136									
4637698	Ischyrotoma Raymond, 1925	4637698	Ischyrotoma Raymond, 1925	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Proetida	9442527	Dimeropygidae	4637695	Ischyrotoma	4637698			
8566328	Moleculospina mammillata (Walcott, 1920)	9129232	Hazelia mammillata (Walcott, 1920)	1	SPECIES	SYNONYM	Animalia	1	Porifera	105					Piraniidae	4582555	Moleculospina	4582557	Hazelia mammillata	9129232	
8629002	Presbynileus latifrons Dean, 1989	8629002	Presbynileus latifrons Dean, 1989	22	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Asaphida	9573072	Asaphidae	3267117	Presbynileus	3267125	Presbynileus latifrons	8629002	
3512	Ichneumonidae	3512	Ichneumonidae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512					
7825	Elateridae	7825	Elateridae	2	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Elateridae	7825					
3250411	Ptychophyllum Milne-Edwards & Haime, 1850	3250411	Ptychophyllum Milne-Edwards & Haime, 1850	2	GENUS	DOUBTFUL	Animalia	1	Cnidaria	43	Anthozoa	206			Arachnophyllidae	3250407	Ptychophyllum	3250411			
4635046	Proliostracus contractus Fritz, 1972	4635046	Proliostracus contractus Fritz, 1972	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Ptychopariida	9583276	Ptychopariidae	3266888	Proliostracus	4635041	Proliostracus contractus	4635046	
4979977	Tabulipora colvillensis Gilmour & Snyder, 2000	4979977	Tabulipora colvillensis Gilmour & Snyder, 2000	2	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Trepostomatida	826	Stenoporidae	3267807	Tabulipora	4856609	Tabulipora colvillensis	4979977	
8700297	Cimbrophlebia brooksi Archibald, 2009	8700297	Cimbrophlebia brooksi Archibald, 2009	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Mecoptera	1000	Cimbrophlebiidae	4682735	Cimbrophlebia	4682629	Cimbrophlebia brooksi	8700297	
4905863	Podozamites C.F.W.Braun, 1843	4905863	Podozamites C.F.W.Braun, 1843	19	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Pinopsida	194	Pinales	640	Podocarpaceae	8830	Podozamites	4905863			
4947834	Scaphites ventricosus Meek & Hayden, 1862	4947834	Scaphites ventricosus Meek & Hayden, 1862	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Scaphitidae	3245935	Scaphites	3245936	Scaphites ventricosus	4947834	
3259597	Lemmatophoridae	3259597	Lemmatophoridae	1	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Grylloblattodea	585	Lemmatophoridae	3259597					
4634680	Scotoharpes Lamont, 1948	4634680	Scotoharpes Lamont, 1948	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Trilobita	9273948	Harpetida	9804531	Harpetidae	3266941	Scotoharpes	4634680			
4641215	Canadaspis Novozhilov, 1960	4641215	Canadaspis Novozhilov, 1960	34	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Leptostraca	7692634			Canadaspis	4641215			
4980748	Chancelloria eros Walcott, 1920	4980748	Chancelloria eros Walcott, 1920	26	SPECIES	ACCEPTED	Animalia	1							Chancelloriidae	4579107	Chancelloria	4579109	Chancelloria eros	4980748	
4982126	Renalcis Vologdin, 1932	4982126	Renalcis Vologdin, 1932	5	GENUS	ACCEPTED	Bacteria	3	Cyanobacteria	68							Renalcis	4982126			
4880951	Ceciliaphyllum McLean, 1982	4880951	Ceciliaphyllum McLean, 1982	1	GENUS	DOUBTFUL	Animalia	1	Cnidaria	43	Anthozoa	206					Ceciliaphyllum	4880951			
4912244	Cycadolepis Saporta, 1873	4912244	Cycadolepis Saporta, 1873	6	GENUS	ACCEPTED	Plantae	6	Tracheophyta	7707728	Cycadopsida	228			Cycadeoideaceae	8608595	Cycadolepis	4912244			
5794777	Chlamys textoria (Schlotheim, 1820)	5794777	Chlamys textoria (Schlotheim, 1820)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Pectinida	9250425	Pectinidae	3472	Chlamys	2285880	Chlamys textoria	5794777	
4781067	Palaphrodes Scudder, 1890	4781067	Palaphrodes Scudder, 1890	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Aphrophorides	11190861	Palaphrodes	4781067			
4947833	Scaphites patulus Cobban, 1951	4947833	Scaphites patulus Cobban, 1951	4	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Cephalopoda	136	Ammonoidea	9559185	Scaphitidae	3245935	Scaphites	3245936	Scaphites patulus	4947833	
4979872	Alternifenestella vagrantia Gilmour & Snyder, 2000	10788056	Spinofenestella vagrantia (Gilmour & Snyder, 2000)	1	SPECIES	SYNONYM	Animalia	1	Bryozoa	53	Stenolaemata	226	Fenestrida	1490	Fenestellidae	5701	Spinofenestella	4856247	Spinofenestella vagrantia	10788056	
4979962	Rhombotrypella kettlensis Gilmour & Snyder, 2000	4979962	Rhombotrypella kettlensis Gilmour & Snyder, 2000	1	SPECIES	ACCEPTED	Animalia	1	Bryozoa	53	Stenolaemata	226	Trepostomatida	826	Stenoporidae	3267807	Rhombotrypella	4856606	Rhombotrypella kettlensis	4979962	
8467858	Penthetria fryi Rice, 1959	8467858	Penthetria fryi Rice, 1959	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Bibionidae	7281	Penthetria	1590424	Penthetria fryi	8467858	
4594404	Antiquilima Cox, 1943	4594404	Antiquilima Cox, 1943	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Limida	9380407	Limidae	3480	Antiquilima	4594404			
4633328	Eophacops Delo, 1935	4633328	Eophacops Delo, 1935	1	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Trilobita	9273948	Phacopida	9513947	Pterygometopidae	3266802	Eophacops	4633328			
